negative_top1,neutral_top1,positive_top1,negative_top2,neutral_top2,positive_top2,negative_top3,neutral_top3,positive_top3,negative_top4,neutral_top4,positive_top4,negative_top5,neutral_top5,positive_top5,negative_top6,neutral_top6,positive_top6,negative_top7,neutral_top7,positive_top7,negative_top8,neutral_top8,positive_top8,negative_top9,neutral_top9,positive_top9,negative_top10,neutral_top10,positive_top10,negative_top11,neutral_top11,positive_top11,negative_top12,neutral_top12,positive_top12,negative_top13,neutral_top13,positive_top13,negative_top14,neutral_top14,positive_top14,negative_top15,neutral_top15,positive_top15,negative_top16,neutral_top16,positive_top16,negative_top17,neutral_top17,positive_top17,negative_top18,neutral_top18,positive_top18,negative_top19,neutral_top19,positive_top19,negative_top20,neutral_top20,positive_top20,negative_top21,neutral_top21,positive_top21,negative_top22,neutral_top22,positive_top22,negative_top23,neutral_top23,positive_top23,negative_top24,neutral_top24,positive_top24,negative_top25,neutral_top25,positive_top25
0.82655984,0.15472321,0.018716995,0.5511329,0.42257652,0.02629061,0.027725885,0.9201538,0.052120242,0.91844827,0.07791755,0.0036341392,0.35770383,0.6141734,0.028122695,0.04601577,0.7844023,0.16958189,0.78284055,0.20429564,0.012863781,0.7675906,0.21779314,0.014616244,0.43664244,0.5443584,0.018999273,0.91265,0.08282244,0.0045276023,0.26957422,0.67366284,0.056762893,0.013664557,0.47782803,0.50850743,0.8590817,0.12875159,0.012166713,0.71551454,0.2732921,0.011193389,0.07926191,0.7376761,0.18306203,0.109952725,0.8603072,0.029740062,0.7702842,0.22603521,0.003680591,0.32988513,0.6535256,0.016589276,0.2816091,0.7041316,0.01425927,0.041132145,0.8332116,0.12565623,0.12611742,0.8364096,0.037473015,0.48310933,0.4922003,0.024690393,0.6686895,0.3169471,0.01436339,0.7150985,0.263031,0.021870479,0.7263913,0.26274127,0.01086745
0.30687013,0.67565703,0.017472845,0.5647169,0.40644827,0.028834844,0.82984084,0.14492898,0.025230117,0.9101465,0.08587662,0.003976928,0.9009996,0.09652487,0.0024755073,0.04295324,0.6310383,0.3260085,0.8188036,0.17342629,0.0077700475,0.757024,0.23755762,0.0054183463,0.06755147,0.8222713,0.11017723,0.10754855,0.8382417,0.054209787,0.9035588,0.09066229,0.0057789055,0.6245689,0.36005947,0.015371727,0.8991783,0.09827371,0.0025480445,0.45370832,0.5339867,0.012305023,0.44360787,0.50390595,0.052486174,0.8578407,0.13417047,0.007988805,0.43889764,0.53938943,0.021712905,0.017501222,0.2987507,0.68374807,0.0065803085,0.30847335,0.68494636,0.013175328,0.78904945,0.19777519,0.16475289,0.80668765,0.028559428,0.47850257,0.50343084,0.018066589,0.014480166,0.94256055,0.04295926,0.37262142,0.6136027,0.013775873,0.76915884,0.22591081,0.0049303165
0.6444361,0.3423774,0.013186485,0.7542813,0.23562004,0.010098684,0.6582738,0.3196028,0.02212342,0.4495639,0.52855915,0.021876972,0.24354914,0.65342,0.103030875,0.65774685,0.33328497,0.008968188,0.38062772,0.5918584,0.027513893,0.09958948,0.8800679,0.02034266,0.5730917,0.4186459,0.008262344,0.5027713,0.47350842,0.023720263,0.061886,0.8350242,0.103089795,0.9340724,0.06177385,0.004153836,0.0063239634,0.1166389,0.87703717,0.4813455,0.49646,0.022194467,0.52266806,0.46729723,0.010034737,0.14210731,0.7079711,0.14992161,0.8394481,0.15331535,0.007236515,0.5358083,0.45355904,0.010632655,0.15359549,0.81916314,0.027241334,0.6752105,0.31728455,0.007505032,0.97945225,0.018024368,0.002523363,0.20020409,0.6731232,0.12667267,0.81847847,0.16284722,0.01867425,0.39014766,0.57990414,0.029948227,0.59108514,0.3898142,0.01910066
0.5107051,0.47474656,0.014548334,0.007923052,0.049734745,0.9423422,0.2922642,0.6663524,0.04138343,0.6849082,0.30991936,0.0051723965,0.7933778,0.20094456,0.005677566,0.6392281,0.29922366,0.061548248,0.039255384,0.86109215,0.09965246,0.7030171,0.27685964,0.020123264,0.74448514,0.24801734,0.0074974303,0.018906377,0.8411943,0.13989934,0.6066404,0.38499713,0.008362544,0.12593599,0.853206,0.020857986,0.15168878,0.7810226,0.06728854,0.23499842,0.73206204,0.032939557,0.5532859,0.4319018,0.01481228,0.3560205,0.6208519,0.023127645,0.005669787,0.29358968,0.7007405,0.5418315,0.44536313,0.012805327,0.0024791274,0.08691704,0.9106038,0.8437919,0.15059882,0.005609283,0.037453942,0.9067513,0.055794746,0.38817367,0.59397423,0.017852113,0.6608241,0.3282143,0.010961594,0.8706865,0.12602812,0.0032853659,0.60809666,0.3575311,0.03437226
0.00495062,0.1131189,0.8819305,0.14558902,0.73908514,0.11532584,0.20800655,0.45538455,0.33660898,0.91861856,0.07803195,0.0033495033,0.86838835,0.12715279,0.0044589587,0.6767007,0.31360227,0.009697025,0.57386345,0.41639185,0.009744677,0.8987758,0.096967906,0.0042563565,0.020029502,0.34745675,0.6325137,0.21954073,0.6980914,0.082367904,0.70964056,0.25822553,0.03213391,0.8273798,0.16771318,0.0049070255,0.96155196,0.036741547,0.001706522,0.6086204,0.34733933,0.044040263,0.10948311,0.855745,0.034771904,0.15702415,0.81626576,0.026710136,0.8101724,0.18246368,0.007363973,0.6226788,0.37030643,0.007014776,0.908804,0.08673022,0.0044658026,0.013256219,0.35376957,0.63297415,0.6311996,0.363041,0.0057593896,0.40512127,0.57625777,0.018620953,0.38308161,0.5759432,0.040975254,0.82610184,0.16978821,0.0041099624,0.75301635,0.23695719,0.0100265145
0.003279512,0.03714919,0.9595713,0.88859147,0.10662604,0.004782607,0.87045175,0.12316009,0.0063881055,0.4839703,0.49855918,0.017470572,0.5980069,0.38635916,0.015633885,0.48212734,0.43242064,0.08545196,0.55984026,0.39594206,0.044217713,0.104611024,0.75911075,0.13627818,0.7291041,0.2631105,0.0077854283,0.45990294,0.49143788,0.048659083,0.9496882,0.048318744,0.0019930878,0.58372945,0.40612844,0.010142086,0.71268326,0.2761162,0.011200469,0.45606998,0.5097134,0.034216605,0.43662888,0.5461072,0.017263979,0.78340214,0.21107988,0.005517994,0.0011392747,0.012551691,0.98630905,0.94500566,0.05296553,0.0020288678,0.18769482,0.73931456,0.072990656,0.35445985,0.63045853,0.0150815835,0.14886633,0.8174055,0.03372811,0.8201072,0.16623156,0.0136611685,0.7399953,0.23706669,0.02293798,0.75054616,0.24054828,0.00890564,0.5391943,0.44871324,0.012092419
0.22035478,0.75764555,0.02199963,0.8904626,0.10589453,0.0036428743,0.6513218,0.32819268,0.020485526,0.3280069,0.6584312,0.013561894,0.48315328,0.41285157,0.1039951,0.7297614,0.2602209,0.010017773,0.92356646,0.07155878,0.004874775,0.8062942,0.18476523,0.00894058,0.8904691,0.10593373,0.003597127,0.2515317,0.6940831,0.05438517,0.77070534,0.2219733,0.007321316,0.7896449,0.19308732,0.017267747,0.3838275,0.59775144,0.018421102,0.7336245,0.25517035,0.011205122,0.8055145,0.1864662,0.008019289,0.43303072,0.5422561,0.024713138,0.093332775,0.8551141,0.051553037,0.628515,0.35779956,0.013685395,0.29404512,0.6803037,0.025651203,0.13720328,0.7972519,0.06554483,0.4615637,0.51844436,0.01999191,0.48254475,0.50743115,0.010024142,0.5837404,0.39216995,0.024089595,0.54282415,0.4217636,0.03541231,0.0034542945,0.045968007,0.95057774
0.9497315,0.047763616,0.0025048961,0.5958668,0.39769286,0.006440325,0.18305334,0.7984022,0.018544463,0.78634,0.20881525,0.004844798,0.8905935,0.10450041,0.004906055,0.9103777,0.08594361,0.0036787353,0.9217891,0.07413279,0.004078119,0.3464219,0.6347284,0.018849796,0.85899925,0.1379482,0.003052587,0.6967539,0.28885934,0.01438678,0.78296554,0.21264932,0.004385124,0.7078206,0.28692856,0.0052507785,0.6636351,0.32146552,0.014899456,0.74288154,0.24156415,0.015554262,0.25728422,0.7263816,0.016334197,0.7814605,0.21151814,0.0070213526,0.7483315,0.24527748,0.006391083,0.76800144,0.22567661,0.0063218973,0.899592,0.093870305,0.0065376274,0.058319684,0.9173246,0.0243557,0.30776662,0.59974635,0.09248703,0.10673483,0.79207456,0.10119065,0.8344776,0.1600098,0.0055124965,0.69851166,0.29479453,0.0066938205,0.8881826,0.10315579,0.008661734
0.39998534,0.461933,0.13808165,0.6925008,0.30050907,0.0069901324,0.85306126,0.14302337,0.00391537,0.7428796,0.24124306,0.015877288,0.7392984,0.24203393,0.01866773,0.11759992,0.5808786,0.30152145,0.068734296,0.39953429,0.5317314,0.9245645,0.07085122,0.0045842645,0.6531807,0.33153033,0.015288979,0.7964385,0.1959594,0.0076020644,0.73596364,0.25916362,0.0048727356,0.14268711,0.8055792,0.051733643,0.86395854,0.12978502,0.0062564327,0.3802023,0.5895794,0.030218318,0.768454,0.22385146,0.0076945205,0.11503881,0.81689817,0.06806303,0.03874418,0.89237523,0.06888058,0.0039429097,0.7651575,0.23089954,0.5968984,0.34326327,0.059838366,0.618616,0.37288308,0.008500942,0.6446061,0.33712846,0.018265441,0.3251806,0.64121515,0.033604257,0.8788431,0.11823316,0.0029237566,0.2614336,0.6982486,0.040317737,0.86653394,0.121426515,0.01203955
0.3921169,0.47456187,0.1333212,0.79864544,0.19672051,0.004634049,0.9133592,0.08409101,0.002549762,0.009159944,0.5066322,0.4842078,0.48239788,0.5085392,0.009062977,0.42021295,0.5621598,0.017627355,0.09704955,0.87697977,0.025970599,0.5680118,0.4144273,0.017560845,0.805587,0.18742564,0.00698738,0.7631862,0.22890921,0.007904549,0.71092266,0.26647747,0.022599857,0.049272906,0.913517,0.037210185,0.14963701,0.7580984,0.092264526,0.7914646,0.1950161,0.013519215,0.6142662,0.37126362,0.01447019,0.88672215,0.108763255,0.004514567,0.77677315,0.21512957,0.008097292,0.3676916,0.6159836,0.016324751,0.07377064,0.6039684,0.32226095,0.60670096,0.36210334,0.031195678,0.03388736,0.584455,0.38165766,0.8116631,0.17613888,0.0121980505,0.61552256,0.37637892,0.008098526,0.4903339,0.49024403,0.019422084,0.012429048,0.87323946,0.11433151
0.29510236,0.62626773,0.07862996,0.2915534,0.6165743,0.09187235,0.38389355,0.5832791,0.03282733,0.5357476,0.43833664,0.025915802,0.9191352,0.07613961,0.0047251424,0.9446774,0.052884165,0.0024384516,0.8042125,0.18640767,0.009379752,0.8481358,0.14937052,0.0024937203,0.36374086,0.62297875,0.013280449,0.12667802,0.83510655,0.03821541,0.11381577,0.8307868,0.055397406,0.6990993,0.2925637,0.008336974,0.63126075,0.33358398,0.035155263,0.3891857,0.5918465,0.018967742,0.009944211,0.33280203,0.65725374,0.3961095,0.5943897,0.009500847,0.28419328,0.70191723,0.013889478,0.8806111,0.11634289,0.003045986,0.5403973,0.44930407,0.010298627,0.72786826,0.26035187,0.011779888,0.936576,0.060405564,0.0030184714,0.148464,0.8255262,0.026009822,0.46334508,0.5251264,0.0115285,0.8148848,0.17159344,0.013521782,0.5870192,0.40475464,0.008226108
0.24108914,0.70647895,0.05243198,0.8948225,0.09957414,0.0056034564,0.79147804,0.20353803,0.00498395,0.6442036,0.3253252,0.030471232,0.3512501,0.63841426,0.01033564,0.09688652,0.7241302,0.17898326,0.48106718,0.5049255,0.014007385,0.75914425,0.23474428,0.00611141,0.6523686,0.32412827,0.02350318,0.7961353,0.1984029,0.0054617473,0.40026394,0.49482432,0.10491174,0.6058542,0.388082,0.0060637756,0.95032173,0.047620572,0.002057627,0.32749125,0.6467816,0.02572717,0.85074544,0.14594027,0.0033142674,0.65172744,0.31904024,0.029232418,0.24712102,0.7362427,0.016636252,0.86928415,0.12557074,0.0051450683,0.44739482,0.50811905,0.04448615,0.87791216,0.113571785,0.008515981,0.17291665,0.7673485,0.059734892,0.7338725,0.25769615,0.008431279,0.48501697,0.48659486,0.028388206,0.15145312,0.75635916,0.09218771,0.83076316,0.16625467,0.0029821347
0.8333446,0.16204055,0.0046148095,0.44290292,0.5259828,0.031114226,0.008505543,0.056578647,0.93491584,0.5565732,0.41366714,0.029759655,0.1294501,0.80160874,0.06894123,0.8762299,0.12082827,0.002941843,0.5155372,0.45442304,0.03003974,0.865068,0.1323232,0.0026087775,0.09710791,0.85257906,0.050313044,0.7285441,0.26002803,0.011427915,0.7664308,0.22502926,0.0085399905,0.94562554,0.051798806,0.0025756946,0.84869176,0.14642024,0.004887949,0.11369956,0.80282795,0.08347248,0.95540994,0.04264888,0.0019412513,0.4367071,0.5419315,0.021361414,0.8898723,0.107726626,0.0024011936,0.034351062,0.87399614,0.091652855,0.5449456,0.4379701,0.017084343,0.099807054,0.60101575,0.2991772,0.24421376,0.7308775,0.024908796,0.1051752,0.8774245,0.017400404,0.17622857,0.5266619,0.29710957,0.10562867,0.8623196,0.032051716,0.0731286,0.83324033,0.09363101
0.70610976,0.28360626,0.010283962,0.14774613,0.77503675,0.077217124,0.81729513,0.1784211,0.004283813,0.060850132,0.8323115,0.1068383,0.70612085,0.28615955,0.007719591,0.08589595,0.8162021,0.09790197,0.5800975,0.40284884,0.017053688,0.34764358,0.6112437,0.041112702,0.7784982,0.21200739,0.009494451,0.8161377,0.17885827,0.005004102,0.685332,0.3055754,0.009092677,0.7817608,0.20877391,0.00946528,0.0582793,0.8842307,0.057490047,0.8128874,0.17969462,0.007418089,0.61341256,0.37202644,0.014560949,0.062069952,0.8127069,0.12522317,0.048016254,0.8644816,0.08750216,0.8640252,0.13335177,0.0026230002,0.14274731,0.7191016,0.13815111,0.9121462,0.085508406,0.0023454104,0.74160695,0.24895547,0.009437542,0.4522435,0.5319187,0.015837798,0.23455939,0.74443144,0.021009166,0.5237717,0.45937485,0.016853437,0.24112292,0.7331679,0.025709206
0.849609,0.14683478,0.0035561759,0.6873942,0.30774635,0.0048594344,0.67625874,0.316327,0.007414273,0.8906424,0.10435747,0.005000059,0.41181841,0.5678846,0.02029697,0.4943129,0.43995014,0.06573696,0.019683072,0.8176809,0.16263604,0.9505792,0.045599088,0.0038216223,0.59822893,0.38902596,0.0127451075,0.5330445,0.4529673,0.013988186,0.4971166,0.4689445,0.033938922,0.5404357,0.4500478,0.009516552,0.89592737,0.09291355,0.011159091,0.011948024,0.8866368,0.10141517,0.86075693,0.1347651,0.0044780048,0.025895182,0.77730465,0.19680011,0.65248704,0.31520987,0.032303084,0.51096684,0.48034143,0.008691726,0.6533959,0.33434892,0.0122551685,0.69776994,0.28982094,0.012409034,0.56556004,0.4201037,0.014336229,0.47181398,0.51447237,0.013713689,0.053537603,0.59183043,0.35463196,0.71892834,0.27468565,0.0063861054,0.25783065,0.71904933,0.023120014
0.94639426,0.05054924,0.0030565439,0.29290769,0.6346107,0.072481655,0.030022016,0.91323125,0.056746718,0.96886563,0.029087748,0.0020465893,0.021198079,0.7124272,0.26637474,0.70577115,0.28792757,0.0063013034,0.010178439,0.38476714,0.60505444,0.5933196,0.39184037,0.014840079,0.4072622,0.5613726,0.03136523,0.0816383,0.78118813,0.1371736,0.32706842,0.6497075,0.0232241,0.7238629,0.2700698,0.0060673323,0.19299267,0.74361897,0.06338828,0.5588339,0.42150384,0.019662261,0.30581084,0.64186853,0.052320626,0.45752138,0.47806296,0.06441561,0.07560228,0.8717588,0.052638926,0.02380618,0.69513065,0.28106317,0.7741385,0.22026226,0.0055992925,0.48919326,0.4808138,0.029992908,0.9023886,0.0948493,0.002762012,0.47818264,0.5059613,0.015856104,0.1166618,0.8042427,0.07909556,0.6664487,0.3133431,0.020208148,0.27395752,0.59398085,0.13206166
0.2858792,0.69324565,0.020875134,0.914993,0.08209944,0.0029076098,0.42993408,0.5014824,0.06858352,0.87475526,0.11995741,0.0052873427,0.06776258,0.8814564,0.050781,0.55282336,0.4370188,0.010157829,0.40280268,0.582312,0.014885312,0.8763872,0.104612045,0.019000815,0.8150929,0.18166173,0.0032454017,0.42258736,0.52841485,0.04899777,0.6143137,0.37529424,0.010392028,0.21084426,0.7764703,0.012685391,0.7254917,0.2567681,0.017740255,0.077356376,0.40899527,0.51364833,0.38073346,0.60433406,0.014932511,0.6692528,0.32457137,0.0061758556,0.6356526,0.3565062,0.007841289,0.15458679,0.80743295,0.037980303,0.8626272,0.13187933,0.0054934663,0.15089783,0.7870528,0.06204937,0.6709691,0.3184385,0.010592336,0.87133735,0.123146676,0.0055160434,0.6319162,0.35990688,0.008176916,0.066009015,0.5932214,0.3407696,0.39514023,0.58880496,0.016054798
0.6762403,0.314686,0.009073719,0.6653982,0.3084491,0.026152702,0.7836518,0.20760593,0.008742184,0.8723895,0.11730337,0.010307187,0.6285399,0.36134952,0.010110595,0.88756156,0.10642644,0.0060119997,0.22673601,0.7193059,0.053958118,0.5070707,0.42167842,0.07125091,0.12666361,0.72748375,0.14585261,0.59667444,0.39484435,0.008481141,0.42226624,0.5659117,0.011822106,0.8678679,0.12460912,0.0075229425,0.942405,0.055430464,0.0021645597,0.023650765,0.8078005,0.16854875,0.85626096,0.13444439,0.009294691,0.6935753,0.2952129,0.011211734,0.5879529,0.35704494,0.055002112,0.91284794,0.08269647,0.0044556167,0.273054,0.7051795,0.02176648,0.90345806,0.09344501,0.003096909,0.68719745,0.30536336,0.0074392133,0.27588823,0.6714793,0.052632496,0.5002752,0.4641398,0.035585023,0.31813827,0.65022755,0.031634122,0.9107082,0.08549923,0.0037925676
0.5628501,0.430461,0.0066889552,0.13384636,0.8440375,0.022116244,0.006656515,0.8944397,0.09890383,0.8283237,0.16635707,0.005319277,0.7298977,0.2630424,0.007059973,0.5039126,0.48483717,0.011250171,0.1391521,0.8028487,0.057999227,0.66960156,0.314386,0.016012471,0.524278,0.431503,0.04421903,0.7280631,0.2625387,0.009398154,0.5709222,0.34845984,0.08061802,0.23825397,0.66110945,0.100636594,0.40448976,0.5572129,0.038297366,0.4781776,0.5098125,0.012009928,0.36875474,0.6180733,0.0131719,0.88199186,0.113313906,0.0046942495,0.15807419,0.7874166,0.05450921,0.0072280657,0.85913706,0.1336349,0.64790505,0.32920185,0.022893138,0.22121364,0.7620531,0.016733274,0.56151307,0.38044575,0.058041256,0.74998146,0.22935076,0.020667749,0.9489457,0.04929872,0.0017555328,0.40223056,0.5809647,0.01680479,0.014690329,0.31567037,0.6696393
0.32802677,0.63762575,0.034347508,0.57105905,0.42025587,0.008685089,0.47490105,0.5151337,0.009965262,0.87583023,0.12102462,0.0031451096,0.81965834,0.172237,0.008104591,0.4219908,0.48837033,0.08963888,0.42321724,0.54018146,0.036601316,0.0235292,0.73058033,0.24589053,0.8119222,0.1793702,0.008707579,0.7061537,0.2679894,0.02585694,0.70722735,0.27984166,0.012930992,0.41529012,0.57362473,0.011085139,0.7800191,0.21188472,0.008096135,0.9425919,0.055043135,0.002365008,0.52326417,0.46318674,0.0135491155,0.10496508,0.8335728,0.061462127,0.7045966,0.28729764,0.008105701,0.176856,0.8077619,0.015382129,0.5983759,0.3792852,0.02233886,0.10989724,0.8623621,0.027740708,0.5462838,0.4402269,0.013489286,0.6001059,0.38599515,0.013898946,0.86713743,0.12383355,0.009029048,0.6753994,0.2991181,0.025482494,0.7939263,0.19923866,0.006835074
0.5983929,0.3887096,0.012897479,0.120102294,0.61071235,0.26918542,0.21622844,0.54212517,0.2416464,0.0032856911,0.21618289,0.7805314,0.5939926,0.3996978,0.006309615,0.29320216,0.68646526,0.020332534,0.8362763,0.15712994,0.006593709,0.4634554,0.5242187,0.012325937,0.7709399,0.22016013,0.0088999225,0.76869184,0.22339863,0.00790957,0.0030366408,0.060249902,0.93671346,0.470781,0.519333,0.009886018,0.16435087,0.81234884,0.0233004,0.4129594,0.57295185,0.014088747,0.28510097,0.6937072,0.021191878,0.13138548,0.8435507,0.025063869,0.8428535,0.15348679,0.0036597517,0.8466645,0.14950003,0.0038354273,0.021821344,0.55725104,0.4209276,0.121659316,0.85592353,0.022417178,0.34869057,0.6304319,0.020877503,0.15126392,0.7708611,0.07787507,0.7798928,0.21577244,0.004334794,0.23927708,0.74195504,0.01876786,0.41983274,0.529776,0.050391305
0.93818617,0.05858281,0.0032310057,0.7420842,0.2535046,0.004411197,0.74383044,0.25137502,0.0047945217,0.8701547,0.12588787,0.0039574536,0.85186243,0.14432418,0.003813428,0.7234015,0.2688676,0.0077308808,0.71389216,0.27952123,0.0065865805,0.9595418,0.038550984,0.001907225,0.5570456,0.43301567,0.009938743,0.92448276,0.07072675,0.0047904802,0.72782296,0.26584214,0.0063349637,0.45671612,0.532614,0.010669866,0.92168915,0.07537677,0.0029341164,0.12637384,0.84776264,0.025863511,0.41177186,0.5720915,0.016136704,0.8601894,0.13691416,0.0028963843,0.6054729,0.38784543,0.006681635,0.007233884,0.855118,0.13764806,0.44905233,0.5323021,0.018645553,0.897155,0.09562422,0.0072207493,0.52151126,0.4619527,0.01653608,0.5530509,0.4410197,0.005929401,0.41827488,0.5700803,0.011644885,0.6626114,0.323877,0.013511635,0.79358405,0.20290697,0.0035089597
0.9107377,0.08349969,0.0057626436,0.4235745,0.45537433,0.121051185,0.7321016,0.25656846,0.011329921,0.66409355,0.28352395,0.052382484,0.76529294,0.22653516,0.0081719225,0.4189684,0.53263545,0.04839617,0.5818611,0.4125804,0.0055585545,0.7250286,0.26242027,0.012551178,0.42421305,0.5540696,0.021717412,0.36020422,0.5819461,0.05784976,0.48226517,0.5087209,0.009013927,0.43581364,0.53556097,0.028625358,0.21292113,0.7391863,0.047892623,0.612679,0.3811232,0.006197834,0.43116805,0.54928577,0.019546194,0.7534886,0.24014442,0.006367037,0.9345873,0.06267837,0.0027344176,0.3585644,0.5780347,0.063400894,0.7927959,0.20279036,0.0044137263,0.46200004,0.5316465,0.006353461,0.6580282,0.3299335,0.012038354,0.63771206,0.35034344,0.011944528,0.70664734,0.28836867,0.004984005,0.7495117,0.24500334,0.005484923,0.611176,0.37792137,0.010902594
0.3442064,0.6392144,0.0165792,0.56680924,0.42132366,0.011867145,0.57085216,0.4097671,0.019380787,0.44502363,0.53872615,0.016250188,0.2333217,0.7428026,0.023875734,0.57920635,0.4103679,0.010425729,0.7186002,0.26265395,0.018745922,0.72264624,0.26925468,0.008099129,0.14870894,0.73691046,0.11438055,0.71326715,0.27693292,0.009799906,0.5894095,0.39495504,0.015635485,0.7091739,0.28594542,0.004880551,0.07365065,0.8565571,0.069792256,0.19793777,0.64480907,0.15725324,0.2540856,0.7089502,0.036964152,0.15996262,0.76398146,0.07605589,0.41425356,0.5733442,0.012402298,0.15957046,0.69200855,0.14842092,0.5828049,0.3805589,0.0366362,0.023886668,0.8539685,0.1221448,0.6811472,0.30505127,0.013801488,0.047353227,0.903351,0.04929571,0.58947307,0.39869517,0.011831783,0.40474784,0.5766801,0.018572051,0.48617277,0.49962643,0.014200786
0.03317226,0.23406838,0.7327593,0.8931365,0.100426465,0.0064370064,0.8661996,0.12900907,0.00479132,0.5957511,0.3936495,0.010599446,0.7064846,0.27953628,0.013979212,0.52611476,0.4582547,0.015630526,0.49098504,0.4898737,0.019141335,0.36434877,0.6065853,0.029065879,0.11222883,0.7288358,0.15893531,0.49151218,0.46051645,0.047971334,0.693157,0.29775125,0.009091708,0.71863234,0.2738483,0.0075194314,0.48981383,0.49211627,0.01806998,0.22848862,0.7238837,0.047627747,0.33709112,0.5711929,0.09171596,0.9427414,0.05295913,0.0042994185,0.71660477,0.2773175,0.0060777566,0.27366143,0.6731594,0.053179137,0.5480919,0.43375066,0.01815745,0.6594122,0.33419734,0.0063905194,0.009585129,0.66663176,0.32378313,0.83726984,0.15945946,0.0032706507,0.013890176,0.91356957,0.07254015,0.9143467,0.08141742,0.004235899,0.028028818,0.91732866,0.05464265
0.87969494,0.107771136,0.012533894,0.4745497,0.5134219,0.012028415,0.0869698,0.8679367,0.045093525,0.08985758,0.8745776,0.035564832,0.3666477,0.6083916,0.024960686,0.71220183,0.28177327,0.00602488,0.90266865,0.09399533,0.0033359698,0.61138964,0.3740538,0.014556564,0.6445276,0.32511422,0.030358218,0.41847536,0.56657386,0.014950775,0.10926345,0.85275644,0.037980087,0.9038472,0.09276948,0.0033832844,0.89568764,0.100065306,0.004247038,0.63204765,0.35925394,0.008698417,0.20416652,0.6300554,0.16577812,0.816332,0.17955661,0.0041114623,0.84769267,0.14921871,0.0030886524,0.6152878,0.3770711,0.0076410975,0.6196571,0.3628965,0.017446343,0.9351111,0.061684854,0.0032039438,0.07753657,0.8801165,0.042346876,0.85480225,0.1371052,0.008092479,0.33469725,0.6410423,0.024260491,0.39469844,0.59050095,0.014800585,0.7022026,0.286376,0.011421404
0.9411089,0.055669233,0.0032218287,0.20162801,0.6878296,0.11054236,0.6912391,0.3001835,0.008577312,0.47907063,0.5002739,0.02065549,0.7367399,0.25629842,0.0069617555,0.5497912,0.43727332,0.012935419,0.445194,0.49586022,0.05894576,0.35304335,0.6252446,0.021712005,0.9051361,0.09070975,0.004154109,0.7603476,0.23123236,0.008420038,0.845182,0.15071286,0.004105084,0.49965078,0.4933182,0.0070311017,0.5174274,0.46590748,0.01666517,0.0448508,0.13751727,0.81763196,0.54744864,0.4441427,0.008408678,0.3571687,0.63099766,0.011833564,0.7111098,0.28143066,0.0074595306,0.58803284,0.39902952,0.012937635,0.8475373,0.14945628,0.003006473,0.43911952,0.5424995,0.018380959,0.67347133,0.31733766,0.00919098,0.5321599,0.44047305,0.027367054,0.8010958,0.19453107,0.0043731816,0.6234927,0.36778793,0.008719348,0.58254975,0.4104619,0.0069883303
0.4224754,0.5459894,0.031535227,0.73292905,0.25941408,0.007656876,0.30098942,0.68641657,0.012594058,0.36295682,0.5672259,0.069817245,0.46138784,0.53066874,0.007943363,0.13398094,0.79986894,0.066150114,0.7722509,0.22295484,0.0047942786,0.3686836,0.60561997,0.025696404,0.8786934,0.11908187,0.0022247443,0.4449414,0.5292022,0.025856413,0.049543846,0.7090524,0.24140376,0.86891186,0.12765281,0.0034353414,0.7826346,0.21203803,0.0053273407,0.9480335,0.048521895,0.003444563,0.5721961,0.3836896,0.044114318,0.9207142,0.074989185,0.004296524,0.7180677,0.26473626,0.01719598,0.06737634,0.35378602,0.57883763,0.89577657,0.10105957,0.0031637887,0.3028261,0.6806974,0.016476607,0.12855068,0.79167825,0.07977106,0.55042684,0.43928045,0.010292745,0.9149255,0.0824204,0.0026540426,0.7005324,0.28966507,0.00980257,0.021759091,0.49553016,0.48271078
0.5204972,0.46767095,0.011831901,0.090421505,0.88241607,0.027162427,0.60465133,0.38555697,0.009791718,0.2577469,0.50381416,0.23843893,0.92918324,0.06839083,0.0024259058,0.83353263,0.1581928,0.00827459,0.31408417,0.6517993,0.034116536,0.37279376,0.60435617,0.022850089,0.5339199,0.44710988,0.018970294,0.67644703,0.31018183,0.0133710895,0.7926566,0.19132623,0.01601712,0.659691,0.332814,0.0074949544,0.7907804,0.19571657,0.013502986,0.101429254,0.8733883,0.02518243,0.7350878,0.25493354,0.0099786995,0.3495824,0.64074796,0.0096695535,0.554589,0.43540907,0.010001921,0.13974985,0.8057017,0.05454843,0.33504593,0.65089977,0.014054351,0.26155075,0.71756977,0.020879444,0.17901483,0.77044576,0.050539464,0.5156574,0.47454134,0.009801277,0.24504212,0.72860336,0.026354557,0.11534793,0.8651764,0.019475631,0.4317338,0.5437984,0.024467828
